FID,Longitude,Latitude,Mean_HF,Median_HF,MEAN_Annual_Temp,Therm_Cond__W_per_m_K,Z85_Med_HF_km,Z122_Med_HF_km,Z85_Mean_HF_km,Z122_Mean_HF_km,rechargeDepth,Descriptio,rechargeVolume,grid_area_m2,crustTypeFull,crustType,crustTypeMin1,crustScheme2,combined_cv,combined_cr,rechargeShort,lat_int,lon_int,gradient,maxdepth
3790,-24.545,83,86.0599976,86.0599976,-18.75342466,2.5,3.01398523,4.088816773,3.01398523,4.088816773,shallow,shallow_<100_mm/a,low,49311931613,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,83,-24,47.81155776977539,2.4628712881141035
3789,-40.909,83,60.7400017,60.7400017,-21.77142857,2.5,4.394609219,5.917493602,4.394609219,5.917493602,shallow,shallow_<100_mm/a,low,49311928599,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,83,-40,45.02999877929688,2.61466880548935
3788,-57.273,83,59.7200012,59.7200012,-18.55263158,2.5,4.334922534,5.883817346,4.334922534,5.883817346,shallow,shallow_<100_mm/a,low,49311928599,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,83,-57,48.15876770019531,2.4451515366713856
3787,-73.636,83,71.0699997,63.3899994,-22.21126761,2.5,4.228240599,5.68746131,3.771326441,5.072860145,shallow,shallow_<100_mm/a,low,49311952707,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,83,-73,46.890262603759766,2.511158556295419
3786,-90.0,83,72.8600006,61.3300018,-22.38461538,2.5,4.377328071,5.88556217,3.684621689,4.954179735,shallow,shallow_<100_mm/a,low,49311952707,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,83,-90,55.624061584472656,2.117577158677184
3785,96.429,81,65.7900009,65.7900009,-19.15625,2.5,3.957905783,5.363894515,3.957905783,5.363894515,shallow,shallow_<100_mm/a,low,49734154345,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,96,47.43247604370117,2.4825132166797133
3784,83.571,81,69.1100006,61.9399986,-15.5,2.5,4.056344942,5.549725666,3.635508578,4.973954522,shallow,shallow_<100_mm/a,low,49734154345,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,83,43.381439208984375,2.7138016161989915
3783,70.714,81,69.1900024,62.2900009,-15.5,2.5,4.033552679,5.518542222,3.631304976,4.968203325,shallow,shallow_<100_mm/a,low,49734154345,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,70,49.2529525756836,2.390941044895844
3782,57.857,81,76.1399994,63.6500015,-14.64285714,2.5,3.913702074,5.366962055,3.271698776,4.486566135,shallow,shallow_<100_mm/a,low,49734158213,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,81,57,29.90225601196289,4.504520357231233
3781,45.0,81,70.4499969,61.7200012,-12.22727273,2.5,3.93824007,5.436943864,3.450222747,4.763210739,shallow,shallow_<100_mm/a,low,49734096322,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,45,44.98005294799805,2.617565692216877
3780,32.143,81,65.3899994,65.3899994,-8.428571429,2.5,3.571974778,4.986564177,3.571974778,4.986564177,shallow,shallow_<100_mm/a,low,49734154345,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,32,64.51403045654297,1.826228748868444
3779,19.286,81,71.1200027,71.1200027,-9.066666667,2.5,3.306617797,4.607236421,3.306617797,4.607236421,shallow,shallow_<100_mm/a,low,49734154345,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,19,63.60325622558594,1.8523385928992149
3778,-6.429,81,249.8899994,249.8899994,-13.85714286,2.5,0.989006594,1.359169466,0.989006594,1.359169466,icesheet,ice_sheet,ice,49734154345,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,ice,Continental_shelf/slope,icesheet ice,81,-6,83.32672882080078,1.414414800482733
3777,-19.286,81,69.0,69.0,-17.04347826,2.5,3.697227473,5.037807183,3.697227473,5.037807183,shallow,shallow_<100_mm/a,low,49734154345,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,81,-19,29.36355781555176,4.527677164494936
3776,-32.143,81,71.3199997,80.0699997,-22.12745098,2.5,2.653927823,3.809166993,2.979528896,4.276500298,icesheet,ice_sheet,ice,49734096322,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,81,-32,23.157325744628903,5.7266958844465865
3775,-45.0,81,70.3000031,89.1699982,-23.58415842,2.5,2.383088531,3.42043295,3.022759468,4.338548884,icesheet,ice_sheet,ice,49734158213,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,81,-45,23.49832534790039,5.674133288367577
3774,-57.857,81,72.8499985,71.1500015,-19.10679612,2.2,2.62825012,3.772311937,2.566918378,3.684282849,icesheet,ice_sheet,ice,49734154345,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,81,-57,24.437175750732425,5.465995737447353
3773,-70.714,81,68.8099976,66.2200012,-20.04166667,2.5,3.965632164,5.362491094,3.816366456,5.160647857,shallow,shallow_<100_mm/a,low,49734123399,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,81,-70,24.42619514465332,5.438287119937834
3772,-83.571,81,44.2599983,44.5,-23.20792079,2.5,6.079096674,8.157748359,6.112060831,8.201984092,shallow,shallow_<100_mm/a,low,49734127267,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,81,-83,25.902721405029297,5.108667372477674
3771,-96.429,81,48.9399986,48.5,-22.26829268,2.5,5.529293437,7.436509932,5.479581924,7.369651451,shallow,shallow_<100_mm/a,low,49734154345,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,81,-96,41.63299179077149,2.827499178386094
3770,111.176,79,67.9899979,67.9899979,-16.0,2.5,3.713781553,5.074275785,3.713781553,5.074275785,shallow,shallow_<100_mm/a,low,49957363332,A1,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,111,71.68163299560547,1.6438745550303109
3769,100.588,79,67.8799973,62.2099991,-18.98214286,2.5,4.178674826,5.66557406,3.829631224,5.192330159,shallow,shallow_<100_mm/a,low,49957509596,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,100,48.29747009277344,2.4381439726871053
3768,90.0,79,61.9199982,61.4199982,-17.6,2.5,4.176164238,5.682188379,4.142441981,5.636305073,shallow,shallow_<100_mm/a,low,49957363332,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,90,47.07206344604492,2.5014805666698803
3767,79.412,79,71.6100006,61.9700012,-14.5,2.5,4.014038973,5.506696682,3.473676832,4.765395855,shallow,shallow_<100_mm/a,low,49957368050,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,79,45.58489990234375,2.582910332565844
3766,58.235,79,69.1800003,61.9799995,-13.33333333,2.5,3.966333258,5.458750178,3.553531834,4.890623473,shallow,shallow_<100_mm/a,low,49957438823,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,58,41.99344253540039,2.8032869941859127
3765,26.471,79,69.9599991,66.6600037,-8.733333333,2.5,3.51535134,4.902990027,3.34953311,4.671717232,shallow,shallow_<100_mm/a,low,49957363332,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,26,45.99319076538086,2.560031059698867
3764,15.882,79,114.5100021,114.5100021,-9.0,2.5,2.052222476,2.860012174,2.052222476,2.860012174,shallow,shallow_<100_mm/a,low,49957438823,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,79,15,53.817901611328125,2.188512469394919
3763,-15.882,79,70.5299988,61.5299988,-14.23809524,2.5,4.032102112,5.535433849,3.517584607,4.829083282,shallow,shallow_<100_mm/a,low,49957434105,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,-15,40.536170959472656,2.9038169004083576
3762,-26.471,79,72.4499969,92.8600006,-18.41176471,2.5,2.288391112,3.284514301,2.933057406,4.209800042,icesheet,ice_sheet,ice,49957363332,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,79,-26,29.83637237548828,4.452437834757056
3761,-37.059,79,74.8499985,99.0,-26.53012048,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,49957438823,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,79,-37,22.145137786865234,5.973913960918055
3760,-47.647,79,74.8499985,99.0,-25.0125,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,49957363332,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,79,-47,22.14604377746582,5.994080267266294
3759,-58.235,79,59.9500008,98.1200027,-20.81481481,2.5,2.165715391,3.108438561,3.54462047,5.08757291,icesheet,ice_sheet,ice,49957438823,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,79,-58,19.597017288208008,6.796925059633231
3758,-68.824,79,66.1999969,71.3899994,-16.94827586,2.5,3.570117549,4.865817237,3.850010598,5.24729163,shallow,shallow_<100_mm/a,low,49957401077,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,-68,36.75186538696289,3.2020088742032837
3757,-79.412,79,50.25,52.0,-20.75308642,2.5,5.084283001,6.863129155,5.261347583,7.102143603,shallow,shallow_<100_mm/a,low,49957401077,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,79,-79,24.869707107543945,5.329022798080724
3756,-90.0,79,48.5900002,50.0,-21.41772152,2.5,5.320886076,7.170886076,5.47528921,7.378973088,shallow,shallow_<100_mm/a,low,49957401077,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,79,-90,25.389209747314453,5.114368660742213
3755,-100.588,79,54.2799988,51.0,-19.55555556,2.5,5.125272331,6.938997821,4.815565488,6.519692275,shallow,shallow_<100_mm/a,low,49957401077,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,-100,32.70783996582031,3.5967012800273994
3754,-111.176,79,66.4199982,61.7200012,-19.69230769,2.5,4.240615103,5.739318897,3.940541649,5.333194502,shallow,shallow_<100_mm/a,low,49957401077,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,79,-111,44.864990234375,2.624263885857378
3753,148.5,77,70.6800003,61.9399986,-17.0,2.5,4.116887403,5.610268128,3.607809832,4.916525163,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,148,62.36080932617188,1.8891846146885656
3752,139.5,77,66.7699966,61.8600006,-16.0,2.5,4.081797568,5.577109548,3.781638653,5.166991427,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,139,70.21806335449219,1.678089446308133
3751,112.5,77,64.3300018,60.4799995,-18.16666667,2.5,4.264495185,5.793926415,4.00927498,5.447173276,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,112,48.24904251098633,2.4405860772359023
3750,103.5,77,62.3800011,55.9300003,-17.2,2.5,4.568210238,6.22206326,4.095863987,5.578711027,shallow,shallow_<100_mm/a,low,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,77,103,26.385358810424805,5.007931684515948
3749,94.5,77,64.1299973,61.3800011,-15.10526316,2.5,4.077275227,5.584280739,3.902435185,5.344817906,shallow,shallow_<100_mm/a,low,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,77,94,40.04045104980469,2.9396779785456384
3748,85.5,77,67.3399963,61.9700012,-14.25,2.5,4.003953448,5.496611157,3.684660137,5.058286586,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,85,41.77870178222656,2.8176613643281447
3747,67.5,77,67.3199997,64.4300003,-14.15,2.5,3.847198492,5.2828651,3.682041015,5.056075483,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,67,56.50689697265625,2.084551641419233
3746,58.5,77,66.6999969,61.9700012,-12.4,2.5,3.929320563,5.421978272,3.650674832,5.037481493,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,58,41.91865158081055,2.808276695244768
3745,22.5,77,67.4199982,61.9000015,-6.666666667,2.5,3.702207772,5.196553455,3.399090371,4.771086847,shallow,shallow_<100_mm/a,low,50061937027,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,77,22,35.8005256652832,3.286859950190346
3744,13.5,77,115.7300034,115.7300034,-7.428571429,2.5,1.996642373,2.795916522,1.996642373,2.795916522,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,13,62.11789321899414,1.8965605213385217
3743,-13.5,77,230.0,230.0,-13.0,2.5,1.065217391,1.467391304,1.065217391,1.467391304,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,-13,49.34873580932617,2.386309742174336
3742,-22.5,77,71.5500031,71.6500015,-14.38571429,2.5,2.965805939,4.256803819,2.969950954,4.262753135,icesheet,ice_sheet,ice,50061937027,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,ice,orogen icesheet,icesheet ice,77,-22,29.2531681060791,4.532461509578814
3741,-31.5,77,74.8499985,99.0,-22.65217391,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,77,-31,27.559213638305664,4.790558268447823
3740,-40.5,77,74.8499985,99.0,-26.43055556,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,77,-40,23.90701484680176,5.49045397370843
3739,-49.5,77,74.8499985,99.0,-22.95652174,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,77,-49,23.869203567504883,5.52614802164611
3738,-58.5,77,67.3499985,97.7300034,-19.375,2.5,2.174357849,3.120843031,3.155159684,4.528582135,icesheet,ice_sheet,ice,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,77,-58,20.515607833862305,6.4345658793582
3737,-67.5,77,59.8800011,73.5899963,-14.90909091,2.5,2.887620746,4.14458507,3.54876413,5.093520281,icesheet,ice_sheet,ice,50061937027,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,77,-67,36.011959075927734,3.26761557720802
3736,-76.5,77,63.0099983,63.0099983,-18.5,2.5,4.106491144,5.574512133,4.106491144,5.574512133,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,-76,34.68085861206055,3.3926707018981563
3735,-85.5,77,42.9000015,43.25,-18.81818182,2.5,6.001050972,8.139779296,6.050010384,8.206187465,shallow,shallow_<100_mm/a,low,50061937027,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,77,-85,26.956817626953125,4.361192865581214
3734,-94.5,77,59.0,58.5,-19.05660377,2.5,4.446863409,6.02805999,4.409178126,5.976974736,shallow,shallow_<100_mm/a,low,50061937027,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,77,-94,24.52835273742676,5.236156783651941
3733,-103.5,77,55.7599983,46.0,-18.64516129,2.5,5.632889201,7.643758766,4.646931692,6.305827008,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,-103,34.8333333333333,3.3778625954198502
3732,-112.5,77,61.4599991,55.0,-19.04761905,2.5,4.729437229,6.411255411,4.232330807,5.737374761,shallow,shallow_<100_mm/a,low,50061937027,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,77,-112,34.66472244262695,3.590848686833842
3731,-121.5,77,49.5299988,63.0,-18.38461538,2.5,4.102564103,5.570818071,5.218282752,7.085837815,shallow,shallow_<100_mm/a,low,50061937027,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,77,-121,37.5944709777832,3.130432579078989
3730,153.191,75,71.0899963,61.9300003,-16.83333333,2.5,4.110824029,5.604445853,3.581141463,4.882309065,shallow,shallow_<100_mm/a,low,49020486650,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,153,53.850582122802734,2.187186780142752
3729,145.532,75,65.0999985,61.2700005,-17.70588235,2.5,4.190708402,5.700419504,3.944158399,5.365049369,shallow,shallow_<100_mm/a,low,49020480250,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,145,51.36734008789063,2.2927161146951005
3728,137.872,75,62.5400009,60.2999992,-18.66666667,2.5,4.297954728,5.831951432,4.144014438,5.623067822,shallow,shallow_<100_mm/a,low,49020480250,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,137,25.54910659790039,5.940065426098381
3727,114.894,75,65.5500031,60.4099998,-17.15789474,2.5,4.227689748,5.758893196,3.896181919,5.307318389,shallow,shallow_<100_mm/a,low,49020480250,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,114,40.318756103515625,2.919436701559857
3726,107.234,75,64.9199982,55.4399986,-17.44067797,2.5,4.619439058,6.287909519,3.944881424,5.369712024,shallow,shallow_<100_mm/a,low,49020486650,Z2,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,107,19.259416580200195,6.770863614069949
3725,99.574,75,61.9099998,52.9900017,-16.13559322,2.5,4.77144697,6.517059294,4.08397648,5.57808083,shallow,shallow_<100_mm/a,low,49020480250,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,75,99,25.673799514770508,5.256465277504364
3724,91.915,75,63.2400017,51.7700005,-15.27777778,2.5,4.84246556,6.629214625,3.964175169,5.426856977,shallow,shallow_<100_mm/a,low,49020480250,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,75,91,23.503849029541016,5.757767453463191
3723,84.255,75,64.6999969,60.4700012,-13.4375,2.5,4.069683233,5.599367344,3.803613011,5.233288504,shallow,shallow_<100_mm/a,low,49020486650,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,84,41.9034538269043,2.8092927902137883
3722,76.596,75,74.8600006,61.9799995,-13.0,2.5,3.95288806,5.445304981,3.272775822,4.508415673,shallow,shallow_<100_mm/a,low,49020480250,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,76,34.19463348388672,3.440771573063818
3721,68.936,75,69.1200027,62.0099983,-13.33333333,2.5,3.96441445,5.456109379,3.556616373,4.894868636,shallow,shallow_<100_mm/a,low,49020486650,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,68,40.0684814453125,2.937626610571561
3720,61.277,75,60.4599991,68.1800003,-12.97142857,2.5,3.592381495,4.949084335,4.051084603,5.581021774,shallow,shallow_<100_mm/a,low,49020480250,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,61,18.793739318847656,7.134450687285725
3719,53.617,75,61.8499985,62.2999992,-11.07692308,2.5,3.855414298,5.340165521,3.883465053,5.379018848,shallow,shallow_<100_mm/a,low,49020486650,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,53,41.53187561035156,2.8343666546375794
3718,22.979,75,75.9599991,62.0099983,-2.0,2.5,3.507498887,4.999193815,2.863349165,4.081095362,shallow,shallow_<100_mm/a,low,49020480250,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,22,36.38321304321289,3.234364250216497
3717,15.319,75,87.9000015,87.9000015,-2.0,2.5,2.474402688,3.526734866,2.474402688,3.526734866,shallow,shallow_<100_mm/a,low,49020480250,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,15,52.888450622558594,2.226900364393072
3716,-15.319,75,67.1900024,67.1900024,-10.8,2.5,3.564518402,4.941211313,3.564518402,4.941211313,shallow,shallow_<100_mm/a,low,49020480250,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,-15,50.4103889465332,2.336153065954543
3715,-22.979,75,68.4599991,72.7600021,-14.56666667,2.5,2.920560663,4.19186354,3.104002378,4.455156354,shallow,shallow_<100_mm/a,low,49020384251,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,-22,24.039459228515625,5.503448052310374
3714,-30.638,75,74.8499985,99.0,-21.88135593,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,49020486650,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,75,-30,27.42823600769043,4.783501088462873
3713,-38.298,75,74.8499985,99.0,-25.43333333,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,49020480250,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,75,-38,27.173826217651367,4.889446855734696
3712,-45.957,75,74.8499985,99.0,-23.0,2.5,2.146464646,3.080808081,2.839011413,4.074816381,icesheet,ice_sheet,ice,49020480250,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,75,-45,24.12635612487793,5.406828119592418
3711,-53.617,75,64.1600037,95.8099976,-16.25423729,2.5,2.217931378,3.18338386,3.312032228,4.753740374,icesheet,ice_sheet,ice,49020486650,H1,Archaean_and_Proterozoic,Proterozoic,Craton,ice,Craton icesheet,icesheet ice,75,-53,24.229511260986328,5.3861041137160734
3710,-61.277,75,61.9199982,61.9199982,-12.44444444,2.5,3.934288085,5.428151177,3.934288085,5.428151177,shallow,shallow_<100_mm/a,low,49020480250,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,-61,43.55484390258789,2.703021920392318
3709,-68.936,75,66.8799973,66.8799973,-12.5,2.5,3.644587468,5.027661686,3.644587468,5.027661686,shallow,shallow_<100_mm/a,low,49020486650,S-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,-68,24.6,4.777327935222671
3708,-76.596,75,70.0299988,70.0299988,-17.16666667,2.5,3.647246481,4.968108991,3.647246481,4.968108991,shallow,shallow_<100_mm/a,low,49020429051,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,-76,39.35929489135742,2.990423430648908
3707,-84.255,75,74.2900009,65.4599991,-18.08163265,2.5,3.936817678,5.349894385,3.468893236,4.714013695,shallow,shallow_<100_mm/a,low,49020486650,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,-84,22.697906494140625,5.7960794545526095
3706,-91.915,75,80.1900024,83.75,-17.55813953,2.5,3.061437001,4.165914613,3.197348063,4.350858441,shallow,shallow_<100_mm/a,low,49020480250,Z1,Phanerozoic_and_arcs,Phanerozoic,orogen,orogen,orogen shallow,shallow low,75,-91,24.74147224426269,5.212994451945518
3705,-99.574,75,77.0,77.0,-18.12903226,2.5,3.348345203,4.549643904,3.348345203,4.549643904,shallow,shallow_<100_mm/a,low,49020435451,H1,Archaean_and_Proterozoic,Proterozoic,Craton,Craton low,Craton shallow,shallow low,75,-99,36.5,3.5017006769125683
3704,-107.234,75,48.5999985,49.5,-18.0,2.5,5.202020202,7.070707071,5.298354073,7.201646313,shallow,shallow_<100_mm/a,low,49020486650,G1,Archaean_and_Proterozoic,Archaean,Craton,Craton low,Craton shallow,shallow low,75,-107,26.95111846923828,4.704355347671264
3703,-114.894,75,64.4000015,51.75,-18.2,2.5,4.985507246,6.77294686,4.006211087,5.442546457,shallow,shallow_<100_mm/a,low,49020480250,T-,Continental_shelf/slope,Margin-continent/shield_transition,Extended_Crust,Extended_Crust low,Extended_Crust shallow,shallow low,75,-114,30.0,4.189915387250831
3702,-122.553,75,39.9199982,34.0,-16.66666667,2.5,7.475490196,10.19607843,6.366900755,8.684035128,shallow,shallow_<100_mm/a,low,49020480250,C-,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,Continental_shelf/slope,shallow low,75,-122,38.5,3.056994818652849
